rct,nodea,nodeb,map_rel
206,206,502,1
206,206,570,1
206,206,668,1
206,206,15,1
206,206,319,1
206,206,918,1
206,206,922,1
206,206,857,1
206,206,980,1
206,206,505,1
206,206,517,1
206,206,815,1
206,206,326,1
206,206,1221,1
206,206,1032,1
206,206,563,1
206,206,1508,1
206,206,31,1
206,206,1108,1
206,206,96,1
206,206,7,1
206,206,338,1
206,206,246,1
206,206,17,1
206,206,182,1
206,206,891,1
206,206,131,1
206,206,1107,1
206,206,504,1
206,206,694,1
206,206,242,1
206,206,495,1
206,206,1334,1
206,206,1836,1
206,206,775,1
206,206,1482,1
206,206,1786,1
206,206,219,1
206,206,295,1
206,206,88,1
206,206,108,1
206,206,1318,1
206,206,621,1
206,206,611,1
206,206,1085,1
206,206,880,1
206,206,619,1
206,206,1124,1
206,206,211,1
206,206,2262,1
206,206,2263,1
206,206,2155,1
206,206,302,1
206,206,789,1
206,206,102,2
206,206,2324,2
206,206,20,2
206,206,31,2
206,206,108,2
206,206,2328,2
206,206,15,2
206,206,15,3
206,206,2324,3
206,206,20,3
206,206,108,3
206,206,102,3
206,206,31,3
206,206,2328,3
204,204,205,1
202,202,203,1
202,202,380,1
202,202,39,1
202,202,531,1
201,201,90,1
201,201,125,1
201,201,232,1
201,201,20,1
201,201,578,1
201,201,96,1
201,201,686,1
201,201,213,1
201,201,831,1
201,201,137,1
201,201,182,1
201,201,276,1
201,201,964,1
201,201,354,1
201,201,1033,1
201,201,293,1
201,201,1098,1
201,201,1106,1
201,201,123,1
201,201,131,1
201,201,449,1
201,201,1192,1
201,201,69,1
201,201,784,1
201,201,570,1
201,201,542,1
201,201,272,1
201,201,607,1
201,201,228,1
201,201,263,1
201,201,483,1
201,201,1416,1
201,201,209,1
201,201,749,1
201,201,1331,1
201,201,1449,1
201,201,1453,1
201,201,245,1
201,201,1470,1
201,201,110,1
201,201,361,1
201,201,218,1
201,201,1608,1
201,201,1641,1
201,201,1689,1
201,201,1090,1
201,201,1691,1
201,201,87,1
201,201,1713,1
201,201,54,1
201,201,1019,1
201,201,721,1
201,201,751,1
201,201,295,1
201,201,46,1
201,201,1812,1
201,201,1124,1
201,201,24,1
201,201,572,1
201,201,1154,1
201,201,421,1
201,201,1923,1
201,201,88,1
201,201,712,1
201,201,927,1
201,201,211,1
201,201,1949,1
201,201,658,1
201,201,1006,1
201,201,1243,1
201,201,2005,1
201,201,2008,1
201,201,1296,1
201,201,1412,1
201,201,828,1
201,201,326,1
201,201,915,1
201,201,1307,1
201,201,1450,1
201,201,219,1
201,201,2107,1
201,201,242,1
201,201,80,1
201,201,162,1
201,201,1234,1
201,201,877,1
201,201,642,1
201,201,776,1
201,201,643,1
201,201,1149,1
201,201,359,1
201,201,165,1
201,201,2262,1
201,201,1123,1
201,201,1246,1
201,201,1815,1
201,201,1768,1
201,201,2314,1
199,199,200,1
199,199,351,1
199,199,425,1
199,199,444,1
199,199,20,1
199,199,531,1
199,199,538,1
199,199,194,1
199,199,475,1
199,199,820,1
199,199,653,1
199,199,1031,1
199,199,1189,1
199,199,278,1
199,199,1359,1
199,199,2,1
199,199,167,1
199,199,1683,1
199,199,1733,1
199,199,1744,1
199,199,1793,1
199,199,1926,1
199,199,361,1
199,199,580,1
199,199,466,1
199,199,529,1
199,199,1060,1
199,199,386,1
199,199,1173,1
199,199,165,1
199,199,1258,1
199,199,1199,1
199,199,143,1
199,199,321,1
199,199,841,1
199,199,281,1
199,199,302,1
199,199,1432,1
199,199,1591,1
199,199,521,1
199,199,1937,1
199,199,2293,1
199,199,1115,1
197,197,198,1
197,197,322,1
197,197,371,1
197,197,125,1
197,197,20,1
197,197,468,1
197,197,63,1
197,197,2160,1
196,196,20,1
196,196,56,1
196,196,1228,1
196,196,44,1
192,192,193,1
192,192,316,1
192,192,123,1
192,192,378,1
192,192,502,1
192,192,412,1
192,192,54,1
192,192,295,1
192,192,26,1
192,192,1027,1
188,188,189,1
188,188,1476,1
188,188,465,1
188,188,144,1
188,188,138,1
188,188,189,2
186,186,117,1
186,186,465,1
186,186,578,1
186,186,144,1
186,186,83,1
186,186,1032,1
186,186,20,1
186,186,138,1
186,186,255,1
186,186,752,1
186,186,683,1
186,186,100,1
186,186,20,2
186,186,578,2
186,186,1098,2
186,186,465,2
186,186,20,3
186,186,578,3
186,186,1098,3
186,186,465,3
184,184,44,1
184,184,19,1
184,184,182,1
184,184,484,1
184,184,297,1
184,184,276,1
184,184,559,1
184,184,567,1
184,184,54,1
184,184,56,1
184,184,449,1
184,184,719,1
184,184,764,1
184,184,245,1
184,184,419,1
184,184,228,1
184,184,361,1
184,184,892,1
184,184,960,1
184,184,457,1
184,184,242,1
184,184,348,1
184,184,131,1
184,184,214,1
184,184,295,1
184,184,797,1
184,184,1114,1
184,184,1126,1
184,184,26,1
184,184,1389,1
184,184,137,1
184,184,1014,1
184,184,735,1
184,184,785,1
184,184,873,1
184,184,269,1
184,184,701,1
184,184,1388,1
184,184,957,1
184,184,1691,1
184,184,682,1
184,184,193,1
184,184,1849,1
184,184,1851,1
184,184,1382,1
184,184,332,1
184,184,1066,1
184,184,1629,1
184,184,664,1
184,184,1894,1
184,184,2026,1
184,184,607,1
184,184,2105,1
184,184,308,1
184,184,98,1
184,184,357,1
184,184,1027,1
184,184,944,1
180,180,39,1
180,180,381,1
180,180,396,1
180,180,43,1
180,180,355,1
180,180,756,1
178,178,179,1
176,176,177,1
176,176,245,1
174,174,175,1
173,173,13,1
173,173,7,1
173,173,1119,1
173,173,316,1
170,170,171,1
170,170,165,1
170,170,100,1
170,170,49,1
170,170,234,1
170,170,33,1
170,170,22,1
170,170,93,1
170,170,217,1
170,170,211,1
170,170,432,1
170,170,513,1
168,168,169,1
166,166,167,1
164,164,43,1
164,164,355,1
164,164,39,1
164,164,258,1
164,164,756,1
164,164,281,1
164,164,342,1
159,159,160,1
156,156,157,1
155,155,28,1
155,155,115,1
155,155,54,1
155,155,60,1
155,155,969,1
155,155,7,1
155,155,263,1
155,155,359,1
155,155,607,1
155,155,593,1
155,155,1215,1
155,155,182,1
155,155,449,1
152,152,153,1
152,152,19,1
152,152,357,1
152,152,433,1
152,152,630,1
152,152,582,1
152,152,773,1
152,152,128,1
152,152,944,1
152,152,20,1
152,152,859,1
152,152,682,1
152,152,447,1
152,152,938,1
152,152,419,1
152,152,297,1
152,152,547,1
152,152,1635,1
152,152,616,1
152,152,600,1
152,152,1720,1
152,152,1747,1
152,152,191,1
152,152,853,1
152,152,797,1
152,152,619,1
152,152,1107,1
152,152,83,1
152,152,350,1
152,152,149,1
152,152,1017,1
152,152,112,1
152,152,1398,1
152,152,509,1
152,152,1963,1
152,152,957,1
152,152,378,1
152,152,7,1
152,152,742,1
152,152,1273,1
152,152,70,1
152,152,269,1
152,152,595,1
152,152,75,1
152,152,1433,1
148,148,149,1
148,148,138,1
148,148,44,1
148,148,1017,1
148,148,144,1
148,148,39,1
148,148,203,1
148,148,2329,2
148,148,44,2
148,148,144,2
148,148,144,3
148,148,2329,3
148,148,44,3
145,145,146,1
145,145,191,1
145,145,194,1
145,145,20,1
145,145,19,1
145,145,278,1
145,145,357,1
145,145,392,1
145,145,394,1
145,145,407,1
145,145,203,1
145,145,466,1
145,145,475,1
145,145,528,1
145,145,530,1
145,145,143,1
145,145,560,1
145,145,582,1
145,145,509,1
145,145,653,1
145,145,437,1
145,145,681,1
145,145,717,1
145,145,447,1
145,145,433,1
145,145,799,1
145,145,2,1
145,145,512,1
145,145,698,1
145,145,864,1
145,145,496,1
145,145,297,1
145,145,902,1
145,145,904,1
145,145,702,1
145,145,957,1
145,145,1013,1
145,145,1035,1
145,145,380,1
145,145,782,1
145,145,1073,1
145,145,1080,1
145,145,1131,1
145,145,1171,1
145,145,944,1
145,145,358,1
145,145,1264,1
145,145,1278,1
145,145,1166,1
145,145,1309,1
145,145,1352,1
145,145,797,1
145,145,1378,1
145,145,1388,1
145,145,1428,1
145,145,1474,1
145,145,938,1
145,145,1487,1
145,145,1273,1
145,145,622,1
145,145,1527,1
145,145,1548,1
145,145,1464,1
145,145,1567,1
145,145,1580,1
145,145,325,1
145,145,1593,1
145,145,1433,1
145,145,634,1
145,145,1692,1
145,145,39,1
145,145,664,1
145,145,535,1
145,145,242,1
145,145,1853,1
145,145,138,1
145,145,372,1
145,145,1877,1
145,145,67,1
145,145,1865,1
145,145,531,1
145,145,1237,1
145,145,119,1
145,145,47,1
145,145,494,1
145,145,968,1
145,145,101,1
145,145,532,1
145,145,2007,1
145,145,289,1
145,145,637,1
145,145,719,1
145,145,770,1
145,145,2048,1
145,145,577,1
145,145,1745,1
145,145,2242,1
145,145,534,1
145,145,543,1
145,145,2104,1
145,145,599,1
145,145,1701,1
145,145,743,1
145,145,2089,1
139,139,140,1
139,139,215,1
139,139,24,1
139,139,100,1
139,139,280,1
139,139,20,1
139,139,217,1
139,139,513,1
139,139,234,1
139,139,22,1
139,139,347,1
139,139,93,1
139,139,218,1
139,139,171,1
139,139,368,1
139,139,432,1
139,139,195,1
139,139,46,1
139,139,211,1
139,139,33,1
139,139,49,1
139,139,165,1
135,135,136,1
135,135,824,1
135,135,901,1
135,135,316,1
133,133,134,1
133,133,20,1
129,129,130,1
127,127,9,1
124,124,125,1
124,124,69,1
124,124,160,1
124,124,20,1
124,124,788,1
122,122,123,1
122,122,140,1
122,122,1304,1
122,122,414,1
121,121,20,1
121,121,144,1
121,121,63,1
121,121,237,1
121,121,179,1
121,121,458,1
121,121,490,1
121,121,33,1
121,121,761,1
121,121,618,1
121,121,138,1
121,121,804,1
121,121,104,1
121,121,6,1
121,121,821,1
121,121,757,1
121,121,872,1
121,121,432,1
121,121,1024,1
121,121,684,1
121,121,465,1
121,121,1090,1
121,121,1093,1
121,121,934,1
121,121,1178,1
121,121,169,1
121,121,263,1
121,121,1051,1
121,121,100,1
121,121,171,1
121,121,436,1
121,121,73,1
121,121,396,1
121,121,364,1
121,121,387,1
121,121,538,1
121,121,621,1
121,121,211,1
121,121,835,1
121,121,26,1
121,121,438,1
121,121,543,1
121,121,559,1
121,121,553,1
121,121,1197,1
121,121,255,1
121,121,711,1
121,121,165,1
121,121,288,1
121,121,189,1
121,121,7,1
121,121,361,1
121,121,1005,1
121,121,430,1
121,121,554,1
121,121,1320,1
121,121,46,1
121,121,277,1
121,121,1938,1
121,121,83,1
121,121,1494,1
121,121,381,1
121,121,471,1
121,121,1845,1
121,121,442,1
121,121,1572,1
121,121,1332,1
121,121,606,1
121,121,513,1
121,121,1553,1
121,121,401,1
121,121,376,1
121,121,13,1
121,121,1476,1
121,121,1523,1
121,121,1229,1
121,121,1733,1
121,121,20,2
121,121,872,2
121,121,683,2
121,121,189,2
121,121,1188,2
121,121,1188,3
121,121,189,3
121,121,683,3
121,121,20,3
121,121,872,3
120,120,112,1
116,116,117,1
116,116,13,1
116,116,100,1
116,116,513,1
116,116,683,1
116,116,138,1
116,116,63,1
116,116,189,1
114,114,115,1
114,114,185,1
114,114,263,1
114,114,547,1
114,114,28,1
114,114,673,1
114,114,739,1
114,114,7,1
114,114,359,1
114,114,760,1
114,114,1215,1
114,114,1231,1
114,114,593,1
114,114,427,1
114,114,589,1
114,114,232,1
114,114,602,1
114,114,969,1
114,114,60,1
114,114,304,1
114,114,713,1
114,114,811,1
114,114,354,1
114,114,80,1
114,114,324,1
114,114,575,1
114,114,113,1
111,111,78,1
111,111,505,1
111,111,811,1
111,111,1338,1
109,109,110,1
109,109,277,1
109,109,189,1
109,109,578,1
109,109,58,1
109,109,316,1
109,109,6,1
109,109,100,1
109,109,404,1
109,109,465,1
109,109,402,1
109,109,20,1
109,109,1342,1
109,109,144,1
109,109,255,1
109,109,138,1
109,109,288,1
109,109,424,1
109,109,631,1
109,109,934,1
109,109,110,2
109,109,20,2
109,109,110,3
109,109,20,3
105,105,106,1
105,105,100,1
103,103,104,1
103,103,513,1
103,103,100,1
103,103,1071,1
97,97,15,1
97,97,733,1
97,97,182,1
97,97,102,1
97,97,20,1
95,95,96,1
95,95,214,1
95,95,236,1
95,95,253,1
95,95,256,1
95,95,305,1
95,95,20,1
95,95,595,1
95,95,606,1
95,95,219,1
95,95,912,1
95,95,1026,1
95,95,497,1
95,95,110,1
95,95,520,1
95,95,455,1
95,95,125,1
95,95,286,1
95,95,1158,1
95,95,434,1
95,95,1033,1
95,95,793,1
95,95,1370,1
95,95,1210,1
95,95,1399,1
95,95,11,1
95,95,361,1
95,95,368,1
95,95,393,1
95,95,1454,1
95,95,1463,1
95,95,24,1
95,95,51,1
95,95,432,1
95,95,1362,1
95,95,1301,1
95,95,475,1
95,95,255,1
95,95,112,1
95,95,1563,1
95,95,1619,1
95,95,1626,1
95,95,332,1
95,95,35,1
95,95,790,1
95,95,46,1
95,95,218,1
95,95,421,1
95,95,813,1
95,95,1789,1
95,95,1380,1
95,95,306,1
95,95,782,1
95,95,1168,1
95,95,1414,1
95,95,60,1
95,95,1450,1
95,95,17,1
95,95,1572,1
95,95,7,1
95,95,1029,1
95,95,1947,1
95,95,1949,1
95,95,280,1
95,95,577,1
95,95,1071,1
95,95,1937,1
95,95,1980,1
95,95,1770,1
95,95,88,1
95,95,436,1
95,95,193,1
95,95,387,1
95,95,2046,1
95,95,686,1
95,95,964,1
95,95,1782,1
95,95,1193,1
95,95,553,1
95,95,1734,1
95,95,1036,1
95,95,825,1
95,95,1553,1
95,95,486,1
95,95,326,1
95,95,1072,1
95,95,2148,1
95,95,1786,1
95,95,1982,1
95,95,2179,1
95,95,1175,1
95,95,1342,1
95,95,512,1
95,95,402,1
95,95,761,1
95,95,461,1
95,95,1837,1
95,95,1234,1
95,95,265,1
95,95,1184,1
95,95,1459,1
95,95,437,1
95,95,496,1
95,95,1369,1
95,95,441,1
95,95,1313,1
95,95,209,1
95,95,1808,1
95,95,96,2
95,95,96,3
89,89,90,1
89,89,354,1
89,89,1700,1
89,89,44,1
89,89,88,1
89,89,219,1
86,86,87,1
86,86,49,1
86,86,100,1
86,86,161,1
86,86,140,1
86,86,33,1
86,86,20,1
86,86,234,1
86,86,93,1
86,86,218,1
86,86,22,1
86,86,46,1
86,86,280,1
86,86,211,1
86,86,165,1
86,86,24,1
86,86,513,1
86,86,215,1
86,86,368,1
86,86,1633,1
86,86,171,1
86,86,955,1
86,86,432,1
86,86,217,1
86,86,195,1
86,86,2032,1
86,86,2055,1
86,86,347,1
86,86,2276,1
84,84,85,1
84,84,391,1
84,84,28,1
84,84,635,1
84,84,337,1
84,84,792,1
84,84,263,1
84,84,920,1
84,84,94,1
84,84,163,1
84,84,107,1
84,84,292,1
84,84,366,1
84,84,314,1
84,84,354,1
84,84,772,1
84,84,385,1
84,84,80,1
84,84,369,1
84,84,403,1
84,84,1779,1
84,84,910,1
84,84,915,1
84,84,353,1
84,84,92,1
84,84,739,1
84,84,751,1
84,84,232,1
84,84,491,1
84,84,1078,1
84,84,352,1
84,84,1605,1
84,84,629,1
84,84,142,1
84,84,647,1
84,84,760,1
84,84,7,1
84,84,113,1
84,84,628,1
84,84,1183,1
84,84,1514,1
84,84,324,1
84,84,361,1
82,82,83,1
82,82,683,1
82,82,138,1
82,82,189,1
79,79,80,1
79,79,147,1
79,79,263,1
79,79,366,1
79,79,491,1
79,79,697,1
79,79,352,1
79,79,785,1
79,79,647,1
79,79,28,1
79,79,369,1
79,79,1003,1
79,79,354,1
79,79,1048,1
79,79,1052,1
79,79,629,1
79,79,1082,1
79,79,459,1
79,79,725,1
79,79,741,1
79,79,1260,1
79,79,635,1
79,79,1252,1
79,79,919,1
79,79,1329,1
79,79,680,1
79,79,739,1
79,79,760,1
79,79,113,1
79,79,915,1
79,79,1445,1
79,79,751,1
79,79,910,1
79,79,375,1
79,79,1440,1
79,79,107,1
79,79,314,1
79,79,542,1
79,79,385,1
79,79,324,1
79,79,1156,1
79,79,99,1
79,79,908,1
79,79,1183,1
79,79,1154,1
79,79,1246,1
79,79,1251,1
79,79,920,1
79,79,94,1
79,79,7,1
79,79,1738,1
79,79,700,1
79,79,814,1
79,79,403,1
79,79,830,1
79,79,1431,1
79,79,163,1
79,79,85,1
79,79,1078,1
79,79,1920,1
79,79,391,1
79,79,903,1
79,79,1289,1
79,79,526,1
79,79,353,1
79,79,1514,1
79,79,792,1
79,79,92,1
79,79,1159,1
79,79,1006,1
79,79,361,1
79,79,628,1
79,79,772,1
79,79,851,1
79,79,406,1
79,79,337,1
79,79,142,1
79,79,1779,1
79,79,454,1
79,79,232,1
79,79,1605,1
79,79,292,1
79,79,1697,1
79,79,479,1
79,79,988,1
77,77,78,1
77,77,138,1
77,77,475,1
77,77,578,1
77,77,100,1
77,77,63,1
77,77,200,1
77,77,793,1
77,77,485,1
77,77,594,1
77,77,20,1
77,77,1288,1
77,77,316,1
77,77,110,1
77,77,683,1
77,77,1403,1
77,77,434,1
77,77,782,1
77,77,540,1
77,77,28,1
77,77,752,1
77,77,1301,1
77,77,368,1
77,77,1115,1
77,77,189,1
77,77,1018,1
77,77,1093,1
77,77,261,1
77,77,1744,1
77,77,1054,1
77,77,329,1
77,77,2163,1
77,77,171,1
77,77,887,1
77,77,78,2
77,77,20,2
77,77,20,3
77,77,78,3
76,76,20,1
76,76,218,1
76,76,33,1
76,76,280,1
76,76,24,1
76,76,49,1
76,76,432,1
76,76,171,1
76,76,195,1
76,76,211,1
76,76,513,1
76,76,22,1
76,76,100,1
76,76,93,1
76,76,368,1
76,76,217,1
76,76,165,1
76,76,234,1
76,76,215,1
76,76,347,1
76,76,46,1
72,72,20,1
72,72,854,1
72,72,90,1
72,72,1667,1
72,72,1665,1
72,72,44,1
72,72,1538,1
71,71,41,1
68,68,69,1
68,68,44,1
68,68,20,1
68,68,31,1
68,68,90,1
68,68,112,1
68,68,126,1
68,68,108,1
68,68,181,1
68,68,15,1
68,68,238,1
68,68,160,1
68,68,28,1
68,68,96,1
68,68,332,1
68,68,350,1
68,68,367,1
68,68,338,1
68,68,195,1
68,68,295,1
68,68,149,1
68,68,251,1
68,68,439,1
68,68,85,1
68,68,448,1
68,68,102,1
68,68,113,1
68,68,182,1
68,68,169,1
68,68,359,1
68,68,54,1
68,68,555,1
68,68,567,1
68,68,56,1
68,68,609,1
68,68,611,1
68,68,125,1
68,68,400,1
68,68,615,1
68,68,310,1
68,68,404,1
68,68,643,1
68,68,646,1
68,68,685,1
68,68,541,1
68,68,659,1
68,68,694,1
68,68,60,1
68,68,750,1
68,68,600,1
68,68,73,1
68,68,780,1
68,68,213,1
68,68,786,1
68,68,316,1
68,68,707,1
68,68,644,1
68,68,268,1
68,68,421,1
68,68,847,1
68,68,857,1
68,68,140,1
68,68,756,1
68,68,563,1
68,68,35,1
68,68,909,1
68,68,910,1
68,68,78,1
68,68,928,1
68,68,265,1
68,68,424,1
68,68,949,1
68,68,24,1
68,68,26,1
68,68,958,1
68,68,293,1
68,68,982,1
68,68,1004,1
68,68,1010,1
68,68,391,1
68,68,331,1
68,68,1020,1
68,68,731,1
68,68,94,1
68,68,1043,1
68,68,1017,1
68,68,882,1
68,68,245,1
68,68,209,1
68,68,1053,1
68,68,1056,1
68,68,446,1
68,68,825,1
68,68,729,1
68,68,1089,1
68,68,80,1
68,68,1091,1
68,68,749,1
68,68,276,1
68,68,138,1
68,68,1115,1
68,68,242,1
68,68,1116,1
68,68,392,1
68,68,504,1
68,68,354,1
68,68,788,1
68,68,366,1
68,68,1027,1
68,68,669,1
68,68,92,1
68,68,402,1
68,68,436,1
68,68,1224,1
68,68,1226,1
68,68,74,1
68,68,1246,1
68,68,1253,1
68,68,248,1
68,68,1259,1
68,68,123,1
68,68,1270,1
68,68,324,1
68,68,1107,1
68,68,75,1
68,68,619,1
68,68,457,1
68,68,51,1
68,68,1297,1
68,68,246,1
68,68,1266,1
68,68,1305,1
68,68,396,1
68,68,1313,1
68,68,792,1
68,68,1318,1
68,68,110,1
68,68,884,1
68,68,1146,1
68,68,1085,1
68,68,1024,1
68,68,1354,1
68,68,91,1
68,68,2,1
68,68,1380,1
68,68,319,1
68,68,356,1
68,68,117,1
68,68,1418,1
68,68,1419,1
68,68,861,1
68,68,1191,1
68,68,67,1
68,68,1447,1
68,68,1148,1
68,68,1469,1
68,68,1482,1
68,68,158,1
68,68,17,1
68,68,547,1
68,68,1183,1
68,68,1529,1
68,68,1326,1
68,68,50,1
68,68,1543,1
68,68,1550,1
68,68,1563,1
68,68,1583,1
68,68,1587,1
68,68,70,1
68,68,1118,1
68,68,782,1
68,68,1092,1
68,68,1616,1
68,68,1621,1
68,68,1622,1
68,68,1492,1
68,68,1632,1
68,68,393,1
68,68,506,1
68,68,1400,1
68,68,854,1
68,68,1657,1
68,68,754,1
68,68,1677,1
68,68,353,1
68,68,280,1
68,68,83,1
68,68,1693,1
68,68,1694,1
68,68,635,1
68,68,815,1
68,68,1702,1
68,68,712,1
68,68,1716,1
68,68,816,1
68,68,1006,1
68,68,1605,1
68,68,1188,1
68,68,468,1
68,68,258,1
68,68,1768,1
68,68,1788,1
68,68,1095,1
68,68,760,1
68,68,672,1
68,68,300,1
68,68,218,1
68,68,1361,1
68,68,224,1
68,68,607,1
68,68,1628,1
68,68,1843,1
68,68,451,1
68,68,214,1
68,68,318,1
68,68,1854,1
68,68,223,1
68,68,1859,1
68,68,278,1
68,68,1312,1
68,68,1078,1
68,68,165,1
68,68,1407,1
68,68,1032,1
68,68,627,1
68,68,1311,1
68,68,1876,1
68,68,520,1
68,68,493,1
68,68,1654,1
68,68,1284,1
68,68,88,1
68,68,686,1
68,68,1299,1
68,68,665,1
68,68,1903,1
68,68,751,1
68,68,667,1
68,68,1912,1
68,68,1071,1
68,68,1414,1
68,68,714,1
68,68,1656,1
68,68,529,1
68,68,1936,1
68,68,505,1
68,68,1250,1
68,68,1346,1
68,68,163,1
68,68,1630,1
68,68,441,1
68,68,361,1
68,68,1523,1
68,68,2011,1
68,68,1800,1
68,68,893,1
68,68,1837,1
68,68,1672,1
68,68,1062,1
68,68,891,1
68,68,1913,1
68,68,1221,1
68,68,918,1
68,68,1068,1
68,68,2057,1
68,68,171,1
68,68,835,1
68,68,378,1
68,68,570,1
68,68,2086,1
68,68,814,1
68,68,13,1
68,68,1300,1
68,68,273,1
68,68,256,1
68,68,821,1
68,68,907,1
68,68,1102,1
68,68,291,1
68,68,775,1
68,68,407,1
68,68,471,1
68,68,473,1
68,68,513,1
68,68,853,1
68,68,314,1
68,68,7,1
68,68,2174,1
68,68,674,1
68,68,2177,1
68,68,322,1
68,68,1968,1
68,68,2181,1
68,68,2182,1
68,68,1878,1
68,68,292,1
68,68,447,1
68,68,804,1
68,68,1520,1
68,68,43,1
68,68,2078,1
68,68,915,1
68,68,1980,1
68,68,605,1
68,68,219,1
68,68,634,1
68,68,727,1
68,68,535,1
68,68,695,1
68,68,46,1
68,68,1456,1
68,68,692,1
68,68,2046,1
68,68,1544,1
68,68,1562,1
68,68,1750,1
68,68,1199,1
68,68,2264,1
68,68,430,1
68,68,718,1
68,68,1173,1
68,68,1817,1
68,68,785,1
68,68,1225,1
68,68,370,1
68,68,502,1
68,68,979,1
68,68,497,1
68,68,803,1
68,68,1639,1
68,68,596,1
68,68,1386,1
68,68,44,2
68,68,256,2
68,68,2324,2
68,68,20,2
68,68,1817,2
68,68,74,2
68,68,2328,2
68,68,90,2
68,68,78,2
68,68,91,2
68,68,90,3
68,68,91,3
68,68,2328,3
68,68,20,3
68,68,44,3
68,68,256,3
68,68,74,3
68,68,78,3
68,68,1817,3
68,68,2324,3
64,64,65,1
64,64,1663,1
64,64,41,1
64,64,689,1
64,64,989,1
64,64,1996,1
62,62,63,1
62,62,100,1
62,62,144,1
62,62,138,1
62,62,465,1
61,61,39,1
61,61,756,1
59,59,60,1
59,59,115,1
59,59,88,1
59,59,1756,1
59,59,219,1
59,59,305,1
59,59,779,1
59,59,648,1
57,57,58,1
57,57,1712,1
55,55,56,1
55,55,20,1
55,55,890,1
55,55,44,1
55,55,108,1
55,55,90,1
55,55,31,1
52,52,53,1
48,48,49,1
48,48,100,1
48,48,33,1
48,48,234,1
48,48,22,1
48,48,171,1
48,48,513,1
48,48,217,1
45,45,46,1
45,45,100,1
45,45,234,1
45,45,165,1
45,45,217,1
45,45,49,1
45,45,211,1
45,45,33,1
45,45,171,1
45,45,22,1
45,45,93,1
45,45,432,1
45,45,513,1
42,42,43,1
42,42,74,1
42,42,782,1
42,42,39,1
42,42,381,1
42,42,281,1
42,42,258,1
42,42,745,1
42,42,386,1
42,42,475,1
42,42,756,1
42,42,355,1
42,42,396,1
42,42,342,1
40,40,41,1
40,40,28,1
40,40,607,1
40,40,761,1
40,40,914,1
40,40,541,1
38,38,39,1
38,38,396,1
38,38,756,1
38,38,281,1
38,38,43,1
38,38,745,1
38,38,355,1
38,38,258,1
38,38,342,1
36,36,37,1
36,36,676,1
36,36,504,1
36,36,1102,1
34,34,35,1
34,34,96,1
34,34,20,1
34,34,51,1
34,34,245,1
34,34,354,1
34,34,80,1
34,34,54,1
34,34,440,1
34,34,28,1
34,34,242,1
34,34,347,1
34,34,485,1
34,34,752,1
34,34,785,1
34,34,359,1
34,34,377,1
34,34,17,1
34,34,428,1
34,34,759,1
34,34,1071,1
34,34,1028,1
34,34,1134,1
34,34,648,1
34,34,1218,1
34,34,1183,1
34,34,265,1
34,34,566,1
34,34,739,1
34,34,7,1
34,34,1330,1
34,34,1316,1
34,34,1006,1
34,34,1420,1
34,34,1147,1
34,34,263,1
34,34,1433,1
34,34,1459,1
34,34,213,1
34,34,1027,1
34,34,1497,1
34,34,92,1
34,34,161,1
34,34,1540,1
34,34,1544,1
34,34,455,1
34,34,361,1
34,34,414,1
34,34,1620,1
34,34,747,1
34,34,1655,1
34,34,1245,1
34,34,1344,1
34,34,1732,1
34,34,1754,1
34,34,449,1
34,34,1782,1
34,34,760,1
34,34,1724,1
34,34,251,1
34,34,1822,1
34,34,1362,1
34,34,324,1
34,34,113,1
34,34,1032,1
34,34,434,1
34,34,195,1
34,34,1873,1
34,34,607,1
34,34,992,1
34,34,1593,1
34,34,1441,1
34,34,165,1
34,34,1983,1
34,34,312,1
34,34,1877,1
34,34,1799,1
34,34,873,1
34,34,232,1
34,34,215,1
34,34,1005,1
34,34,2115,1
34,34,1971,1
34,34,1947,1
34,34,2183,1
34,34,1193,1
34,34,541,1
34,34,1526,1
34,34,253,1
34,34,554,1
34,34,416,1
34,34,33,1
34,34,1484,1
34,34,1805,1
34,34,1386,1
34,34,2082,1
34,34,1562,1
34,34,1770,1
34,34,1313,1
34,34,1892,1
32,32,33,1
32,32,195,1
32,32,100,1
32,32,211,1
32,32,218,1
32,32,24,1
32,32,22,1
32,32,955,1
32,32,49,1
32,32,234,1
32,32,165,1
32,32,215,1
32,32,20,1
32,32,368,1
32,32,171,1
32,32,46,1
32,32,217,1
32,32,432,1
32,32,93,1
32,32,513,1
30,30,31,1
30,30,92,1
30,30,108,1
30,30,20,1
30,30,224,1
30,30,228,1
30,30,248,1
30,30,332,1
30,30,361,1
30,30,370,1
30,30,736,1
30,30,790,1
30,30,268,1
30,30,846,1
30,30,619,1
30,30,373,1
30,30,891,1
30,30,96,1
30,30,7,1
30,30,979,1
30,30,137,1
30,30,594,1
30,30,26,1
30,30,729,1
30,30,1095,1
30,30,544,1
30,30,338,1
30,30,1148,1
30,30,1200,1
30,30,1210,1
30,30,955,1
30,30,798,1
30,30,73,1
30,30,751,1
30,30,1279,1
30,30,1111,1
30,30,1301,1
30,30,90,1
30,30,1017,1
30,30,801,1
30,30,1386,1
30,30,748,1
30,30,555,1
30,30,110,1
30,30,471,1
30,30,67,1
30,30,1456,1
30,30,1270,1
30,30,245,1
30,30,393,1
30,30,1519,1
30,30,189,1
30,30,856,1
30,30,465,1
30,30,611,1
