rct,nodea,nodeb,map_rel
1155,1155,532,1
1155,1155,20,1
1155,1155,583,1
1155,1155,138,1
1155,1155,361,1
1153,1153,1154,1
1153,1153,973,1
1150,1150,1151,1
1145,1145,1146,1
1144,1144,49,1
1143,1143,658,1
1141,1141,1142,1
1140,1140,504,1
1135,1135,410,1
1135,1135,1473,1
1135,1135,2084,1
1135,1135,11,1
1133,1133,44,1
1133,1133,1217,1
1133,1133,1019,1
1132,1132,757,1
1132,1132,1301,1
1132,1132,577,1
1132,1132,20,1
1132,1132,396,1
1132,1132,381,1
1132,1132,684,1
1132,1132,1301,10
1132,1132,577,10
1130,1130,205,1
1130,1130,100,1
1129,1129,596,1
1129,1129,20,1
1129,1129,2094,1
1129,1129,1176,1
1129,1129,185,1
1125,1125,44,1
1125,1125,44,3
1121,1121,1122,1
1121,1121,223,1
1121,1121,2267,1
1121,1121,20,1
1117,1117,1118,1
1113,1113,359,1
1112,1112,543,1
1112,1112,1272,1
1112,1112,523,1
1112,1112,1338,1
1112,1112,1075,1
1112,1112,2104,1
1112,1112,1338,2
1112,1112,2104,2
1112,1112,1075,2
1112,1112,543,2
1112,1112,1272,2
1112,1112,523,2
1112,1112,2104,3
1112,1112,1272,3
1112,1112,1075,3
1112,1112,523,3
1112,1112,543,3
1112,1112,1338,3
1110,1110,1111,1
1109,1109,704,1
1105,1105,761,1
1105,1105,100,1
1105,1105,513,1
1103,1103,11,1
1103,1103,410,1
1101,1101,1102,1
1100,1100,96,1
1100,1100,1253,1
1100,1100,1913,1
1099,1099,547,1
1099,1099,118,1
1099,1099,299,1
1099,1099,1231,1
1088,1088,376,1
1083,1083,200,1
1083,1083,182,1
1083,1083,1581,1
1083,1083,715,1
1077,1077,354,1
1077,1077,1104,1
1077,1077,88,1
1077,1077,44,1
1077,1077,219,1
1077,1077,90,1
1076,1076,577,1
1076,1076,100,1
1076,1076,20,1
1076,1076,577,2
1076,1076,364,10
1076,1076,1301,10
1076,1076,1324,10
1076,1076,577,10
1074,1074,1075,1
1074,1074,856,1
1074,1074,856,2
1074,1074,1075,2
1074,1074,1075,3
1074,1074,856,3
1070,1070,234,1
1069,1069,78,1
1069,1069,44,1
1069,1069,1680,1
1069,1069,90,1
1069,1069,1636,1
1069,1069,402,1
1069,1069,20,1
1067,1067,1068,1
1067,1067,928,1
1064,1064,1065,1
1063,1063,28,1
1063,1063,416,1
1063,1063,1798,1
1063,1063,263,1
1061,1061,1062,1
1061,1061,1242,1
1059,1059,541,1
1057,1057,1058,1
1055,1055,4,1
1050,1050,87,1
1049,1049,858,1
1049,1049,28,1
1049,1049,739,1
1049,1049,451,1
1047,1047,775,1
1047,1047,1085,1
1047,1047,704,1
1047,1047,175,1
1046,1046,775,1
1046,1046,326,1
1046,1046,432,1
1046,1046,1459,1
1046,1046,1051,1
1046,1046,504,1
1046,1046,49,1
1046,1046,638,1
1046,1046,2148,1
1046,1046,1387,1
1046,1046,312,1
1041,1041,69,1
1041,1041,100,1
1040,1040,639,1
1040,1040,100,1
1039,1039,78,1
1039,1039,157,1
1039,1039,1219,1
1039,1039,339,1
1039,1039,1018,1
1039,1039,641,1
1039,1039,1513,1
1039,1039,183,1
1039,1039,205,1
1037,1037,1038,1
1037,1037,1018,1
1037,1037,932,1
1037,1037,78,1
1034,1034,811,1
1034,1034,1338,1
1034,1034,811,2
1034,1034,1338,2
1034,1034,1338,3
1034,1034,811,3
1025,1025,471,1
1022,1022,1023,1
1021,1021,258,1
1021,1021,39,1
1021,1021,756,1
1016,1016,272,1
1016,1016,706,1
1016,1016,778,1
1016,1016,245,1
1011,1011,1012,1
1008,1008,91,1
1002,1002,359,1
1002,1002,589,1
1000,1000,1001,1
999,999,88,1
997,997,39,1
997,997,745,1
997,997,380,1
997,997,43,1
995,995,996,1
995,995,1339,1
991,991,992,1
986,986,987,1
986,986,165,1
986,986,895,1
984,984,171,1
976,976,359,1
972,972,973,1
972,972,1154,1
971,971,39,1
971,971,355,1
971,971,756,1
971,971,281,1
971,971,258,1
970,231,970,1
970,970,970,1
970,970,739,1
967,967,908,1
967,967,967,1
967,1,967,1
965,965,44,1
965,965,1072,1
965,965,7,1
965,965,1203,1
965,965,1166,1
965,965,490,1
963,963,51,1
963,963,404,4
963,963,51,4
963,963,404,13
963,963,51,13
963,963,35,14
963,963,51,14
961,961,962,1
959,959,143,1
959,959,496,1
956,956,20,1
956,956,1521,1
956,956,1737,1
956,956,1753,1
953,953,672,1
952,952,473,1
946,946,100,1
946,946,263,1
946,946,674,1
943,943,841,1
942,942,277,1
942,942,631,1
942,942,934,1
940,940,100,1
940,940,637,1
939,939,100,1
939,939,974,1
936,936,572,1
931,931,932,1
929,929,930,1
929,929,20,1
929,929,1213,1
926,926,149,1
925,925,475,1
923,923,923,1
923,923,26,1
917,917,683,1
917,917,1476,1
917,917,189,1
917,917,683,2
917,917,189,5
917,917,683,5
917,917,189,12
917,917,683,12
916,916,161,1
916,916,1343,1
916,916,895,1
906,906,907,1
906,906,110,1
906,906,1277,1
906,906,265,1
906,906,1636,1
906,906,1151,1
906,906,20,1
906,906,1682,1
906,906,215,1
906,906,265,13
906,906,347,13
905,905,905,1
905,905,861,1
905,1564,905,1
905,1299,905,1
905,905,1973,1
900,900,901,1
900,900,1623,1
899,899,102,1
899,899,15,1
899,899,1761,1
899,899,945,1
899,899,20,1
898,898,20,1
898,898,282,1
898,898,1819,1
896,896,463,1
894,894,895,1
888,888,436,1
886,886,887,1
883,883,884,1
881,881,195,1
881,881,1184,1
881,881,501,1
881,881,286,1
881,881,118,1
881,881,648,1
879,879,880,1
876,876,877,1
870,870,871,1
868,868,123,1
868,868,20,1
868,868,75,1
866,866,867,1
866,866,100,1
862,862,255,1
862,862,6,1
862,862,631,1
862,862,424,1
862,862,934,1
862,862,288,1
862,862,277,1
855,855,856,1
855,855,1272,1
855,855,856,2
855,855,1272,2
855,855,1272,3
855,855,856,3
855,855,1272,6
855,855,856,6
855,855,1272,7
855,855,856,7
850,850,67,1
850,850,1417,1
850,850,407,1
850,850,437,1
850,850,20,1
849,849,408,1
849,849,1006,1
849,849,177,1
849,849,587,1
848,848,20,1
848,848,1542,1
848,848,2213,1
844,844,92,1
843,843,684,1
842,842,612,1
842,842,100,1
842,842,339,1
840,840,400,1
840,840,400,2
840,840,400,3
837,837,217,1
837,837,100,1
837,837,513,1
836,836,316,1
836,836,1094,1
836,836,1320,1
836,836,161,1
836,836,1343,1
834,834,835,1
832,832,833,1
829,829,513,1
829,829,387,1
829,829,100,1
826,826,100,1
826,826,183,1
823,823,659,1
823,823,869,1
823,823,44,1
819,819,820,1
819,819,1339,1
819,819,44,1
818,818,44,1
818,818,889,1
818,818,935,1
818,818,223,1
818,818,54,1
818,818,524,1
817,817,354,1
817,817,44,1
817,817,88,1
817,817,1751,1
817,817,219,1
817,817,90,1
812,812,813,1
812,812,7,1
812,812,571,1
810,810,811,1
810,810,1850,1
810,810,1279,1
810,810,2172,1
810,810,2172,8
810,810,811,8
810,810,1279,8
808,808,809,1
808,808,223,1
807,807,13,1
807,807,1319,1
807,807,7,1
807,807,316,1
805,805,44,1
805,805,1045,1
805,805,305,1
805,805,1738,1
805,805,268,1
805,805,1756,1
805,805,158,1
802,802,434,1
802,802,100,1
802,802,1450,1
802,802,20,1
802,802,104,1
802,802,211,1
800,800,801,1
795,795,796,1
795,795,100,1
794,794,28,1
794,794,200,1
794,794,91,1
794,794,1677,1
794,794,1366,1
794,794,386,1
791,791,20,1
791,791,44,1
791,791,1251,1
791,791,1328,1
791,791,28,1
787,787,788,1
787,787,884,1
787,787,69,1
787,787,955,1
787,787,7,1
787,787,316,1
787,787,20,1
787,787,165,1
787,787,731,1
783,783,286,1
781,781,437,1
774,774,39,1
774,774,355,1
774,774,745,1
774,774,43,1
774,774,756,1
771,771,396,1
771,771,496,1
771,771,897,1
771,771,563,1
771,771,701,1
771,771,392,1
771,771,259,1
771,771,754,1
771,771,1107,1
771,771,407,1
771,771,1271,1
771,771,47,1
771,771,437,1
771,771,73,1
771,771,600,1
771,771,1631,1
771,771,342,1
771,771,825,1
771,771,1728,1
771,771,381,1
771,771,1858,1
771,771,214,1
771,771,619,1
771,771,39,1
771,771,43,1
771,771,745,1
771,771,128,1
771,771,424,1
771,771,1208,1
771,771,372,1
771,771,694,1
769,769,596,1
767,767,768,1
767,767,523,1
767,767,811,1
767,767,138,1
767,767,912,1
766,766,295,1
766,766,659,1
766,766,316,1
762,762,763,1
758,758,759,1
758,758,1591,1
740,740,427,1
737,737,688,1
737,737,1581,1
732,732,733,1
732,732,28,1
732,732,182,1
732,732,51,1
730,730,731,1
728,728,729,1
726,726,727,1
724,724,44,1
724,724,1027,1
724,724,451,1
723,723,157,1
722,722,504,1
720,720,721,1
716,716,20,1
716,716,852,1
716,716,44,1
716,716,56,1
710,710,711,1
710,710,161,1
708,708,709,1
708,708,712,1
708,708,386,1
708,708,91,1
708,708,28,1
708,708,200,1
705,705,359,1
705,705,739,1
703,703,704,1
703,703,745,1
703,703,43,1
703,703,20,1
703,703,978,1
703,703,2151,1
703,703,290,1
699,699,547,1
696,696,81,1
693,693,70,1
687,687,688,1
687,687,715,1
687,687,594,1
687,687,1376,1
687,687,1384,1
687,687,990,1
687,687,200,1
687,687,1551,1
687,687,425,1
687,687,641,1
687,687,1550,1
687,687,157,1
687,687,360,1
687,687,1581,1
687,687,250,1
687,687,2306,1
678,678,679,1
678,678,1015,1
678,678,1030,1
677,677,171,1
677,677,217,1
677,677,100,1
675,675,24,1
671,671,672,1
662,662,663,1
661,661,90,1
661,661,268,1
661,661,644,1
661,661,26,1
660,660,350,1
657,657,658,1
657,657,933,1
657,657,1787,1
657,657,44,1
655,655,656,1
655,655,112,1
655,655,1483,1
655,655,44,1
651,651,652,1
650,650,187,1
650,650,100,1
649,1,649,1
649,649,649,1
649,649,1431,1
645,645,372,1
645,645,100,1
640,640,641,1
633,633,386,1
633,633,1251,1
633,633,28,1
633,633,200,1
633,633,91,1
633,633,1328,1
632,632,410,1
626,626,493,1
623,623,624,1
623,623,51,1
623,623,20,1
623,623,28,1
623,623,268,1
620,620,621,1
617,617,618,1
617,617,1744,1
613,613,614,1
597,597,598,1
597,597,1219,1
597,597,598,6
597,597,1219,6
592,592,593,1
590,590,278,1
590,590,1166,1
590,590,20,1
590,590,256,1
590,590,407,1
590,590,719,1
590,590,653,1
590,590,358,1
590,590,393,1
590,590,325,1
590,590,1203,1
589,588,589,1
589,589,589,1
589,589,739,1
589,114,589,1
589,1002,589,1
589,231,589,1
589,589,304,1
588,588,589,1
588,588,751,1
586,586,587,1
586,586,20,1
586,586,408,1
586,586,219,1
586,586,96,1
586,586,102,1
586,586,811,1
586,586,1362,1
586,586,1218,1
586,586,232,1
586,586,15,1
586,586,60,1
586,586,1844,1
586,586,88,1
586,586,1925,1
586,586,31,1
586,586,108,1
586,586,115,1
586,586,305,1
586,586,863,1
586,586,683,1
586,586,485,1
586,586,578,1
586,586,1756,1
586,586,359,1
584,584,339,1
584,584,100,1
574,574,338,1
574,574,20,1
574,574,1302,1
574,574,31,1
574,574,44,1
574,574,90,1
574,574,611,1
574,574,108,1
573,573,381,1
569,569,102,1
564,564,565,1
564,564,223,1
564,564,44,1
561,561,78,1
561,561,599,1
561,561,841,1
561,561,1018,1
561,561,106,1
561,561,796,1
561,561,571,1
561,561,1439,1
561,561,1219,1
561,561,222,1
561,561,702,1
561,561,612,1
561,561,580,1
561,561,1209,1
561,561,290,1
561,561,801,1
561,561,1334,1
558,558,316,1
558,558,1351,1
558,558,1387,1
556,556,410,1
556,556,11,1
556,556,20,1
556,556,54,1
556,556,1610,1
556,556,685,1
552,552,553,1
552,552,100,1
551,551,305,1
551,551,44,1
551,551,1108,1
551,551,158,1
551,551,1127,1
549,549,441,1
549,549,1026,1
549,549,1399,1
549,549,1770,1
548,548,326,1
548,548,20,1
548,548,100,1
548,548,513,1
548,548,1291,1
548,548,748,1
548,548,195,1
548,548,1841,1
548,548,393,1
548,548,326,2
548,548,326,3
548,548,17,13
548,548,326,13
539,539,540,1
539,539,44,1
539,539,2159,1
536,536,75,1
536,536,100,1
533,533,393,1
533,533,1472,1
533,533,538,1
533,533,872,12
533,533,393,12
522,522,523,1
522,522,1338,1
522,522,543,1
522,522,2104,1
522,522,543,2
522,522,2104,2
522,522,1338,2
522,522,523,2
522,522,2104,3
522,522,523,3
522,522,1338,3
522,522,543,3
522,522,1338,4
522,522,978,4
522,522,2104,6
522,522,1272,6
522,522,523,6
522,522,1338,6
522,522,543,6
518,518,519,1
518,518,286,1
518,518,625,1
518,518,427,1
518,518,975,1
518,518,885,1
518,518,1180,1
518,518,1276,1
518,518,515,1
518,518,690,1
518,518,151,1
518,518,1872,1
518,518,921,1
518,518,1781,1
518,518,1975,1
516,516,517,1
514,514,306,1
511,511,512,1
511,511,496,1
511,511,653,1
511,511,437,1
508,508,470,1
508,508,424,1
508,508,555,1
508,508,20,1
508,508,44,1
508,508,102,1
508,508,15,1
503,503,161,1
503,503,393,1
503,503,907,1
503,503,1429,1
503,503,1767,1
503,503,1786,1
503,503,195,1
503,503,347,1
503,503,2350,4
503,503,393,4
503,503,441,4
503,503,486,5
503,503,2350,5
503,503,393,5
503,503,441,5
503,503,486,12
503,503,2350,12
503,503,393,12
503,503,441,12
500,500,28,1
498,498,499,1
498,498,242,1
498,498,44,1
492,492,493,1
489,489,108,1
487,487,488,1
487,487,1211,1
487,487,1640,1
487,487,20,1
487,487,1717,1
482,482,483,1
482,482,44,1
482,482,187,1
482,482,1036,1
482,482,2097,1
482,482,1387,1
480,480,481,1
478,478,479,1
476,476,477,1
476,476,108,1
476,476,31,1
476,476,44,1
476,476,56,1
476,476,20,1
476,476,90,1
474,474,466,1
474,474,496,1
472,472,473,1
472,472,1235,1
472,472,448,1
472,472,90,1
472,472,171,1
472,472,949,1
469,469,470,1
469,469,108,1
469,469,20,1
469,469,44,1
469,469,90,1
469,469,825,1
469,469,701,1
469,469,407,1
469,469,31,1
469,469,437,1
469,469,123,1
467,467,468,1
464,464,465,1
464,464,13,1
464,464,63,1
464,464,138,1
464,464,513,1
462,462,463,1
462,462,20,1
462,462,165,1
462,462,83,1
460,460,461,1
460,460,416,1
460,460,312,1
460,460,28,1
460,460,1218,1
460,460,1454,1
460,460,1789,1
460,460,1982,1
460,460,1245,1
460,460,1362,1
456,456,457,1
456,456,947,1
456,456,20,1
456,456,386,1
456,456,612,1
456,456,782,1
456,456,745,1
456,456,475,1
456,456,43,1
453,453,44,1
453,453,392,1
453,453,449,1
453,453,217,1
453,453,44,2
453,453,465,2
453,453,2329,2
453,453,44,3
453,453,465,3
453,453,2329,3
452,452,277,1
452,452,486,1
452,452,404,1
452,452,631,1
452,452,402,1
452,452,288,1
452,452,424,1
452,452,934,1
452,452,100,1
452,452,20,1
452,452,144,1
452,452,255,1
452,452,6,1
452,452,20,2
452,452,404,2
452,452,20,3
452,452,404,3
452,452,404,4
452,452,400,4
452,452,404,12
452,452,400,12
445,445,260,1
443,443,433,1
443,443,455,1
443,443,19,1
443,443,44,1
443,443,1072,1
443,443,702,1
443,443,126,1
443,443,1598,1
443,443,1211,1
443,443,538,1
443,443,981,1
443,443,391,1
443,443,2025,1
443,443,361,1
443,443,1014,1
443,443,2202,1
443,443,809,1
443,443,612,1
443,443,1487,1
435,435,436,1
431,431,432,1
431,431,211,1
431,431,22,1
431,431,171,1
431,431,100,1
431,431,49,1
431,431,234,1
431,431,33,1
431,431,217,1
429,429,430,1
429,429,100,1
426,426,427,1
426,426,734,1
426,426,118,1
426,426,634,1
423,423,424,1
423,423,934,1
423,423,277,1
423,423,6,1
423,423,631,1
422,422,88,1
422,422,485,1
422,422,211,1
422,422,20,1
422,422,219,1
422,422,811,1
422,422,1318,1
422,422,775,1
422,422,683,1
422,422,130,1
422,422,504,1
422,422,17,1
422,422,578,1
420,420,39,1
420,420,281,1
420,420,756,1
418,418,100,1
418,418,46,1
418,418,215,1
418,418,93,1
418,418,165,1
418,418,211,1
418,418,33,1
418,418,49,1
418,418,22,1
418,418,218,1
418,418,171,1
418,418,432,1
418,418,234,1
418,418,20,1
418,418,513,1
418,418,368,1
418,418,217,1
418,418,24,1
418,418,493,1
418,418,504,1
418,418,1225,1
415,415,354,1
415,415,501,1
415,415,44,1
415,415,2101,1
413,413,414,1
411,411,412,1
411,411,659,1
409,409,410,1
409,409,20,1
409,409,11,1
409,409,1610,1
409,409,2051,1
405,405,20,1
405,405,101,1
405,405,698,1
405,405,782,1
405,405,622,1
405,405,532,1
405,405,203,1
405,405,284,1
405,405,1087,1
405,405,289,1
405,405,2,1
405,405,1138,1
405,405,1035,1
405,405,1182,1
405,405,1310,1
405,405,358,1
405,405,1115,1
405,405,1464,1
405,405,39,1
405,405,475,1
405,405,302,1
405,405,581,1
405,405,1745,1
405,405,1317,1
405,405,664,1
405,405,380,1
405,405,1081,1
405,405,509,1
405,405,2007,1
398,398,399,1
397,397,165,1
397,397,332,1
397,397,378,1
395,395,396,1
395,395,258,1
395,395,525,1
395,395,571,1
395,395,20,1
395,395,414,1
395,395,493,1
395,395,106,1
395,395,813,1
395,395,1102,1
395,395,1332,1
395,395,1443,1
395,395,570,1
395,395,496,1
395,395,126,1
395,395,554,1
395,395,618,1
395,395,1482,1
395,395,504,1
395,395,756,1
395,395,1854,1
395,395,381,1
395,395,1193,1
395,395,1540,1
395,395,775,1
395,395,430,1
390,390,278,1
388,388,342,1
388,388,756,1
388,388,39,1
384,384,90,1
384,384,354,1
384,384,88,1
384,384,44,1
384,384,1855,1
384,384,219,1
383,383,256,1
383,383,138,1
383,383,465,1
383,383,144,1
382,382,20,1
382,382,644,1
382,382,1283,1
382,382,108,1
382,382,31,1
379,379,380,1
379,379,381,1
379,379,954,1
379,379,355,1
379,379,396,1
379,379,281,1
379,379,175,1
379,379,43,1
379,379,39,1
379,379,399,1
374,374,375,1
363,363,364,1
363,363,100,1
363,363,364,2
345,345,346,1
344,344,100,1
344,344,91,1
344,344,20,1
344,344,7,1
344,344,1206,1
344,344,13,1
344,344,200,1
344,344,386,1
344,344,316,1
344,344,28,1
344,344,718,1
344,344,17,1
343,343,20,1
343,343,402,1
343,343,393,1
343,343,256,1
343,343,404,1
343,343,288,1
343,343,531,1
343,343,1098,1
343,343,51,1
343,343,361,1
343,343,977,1
343,343,631,1
343,343,17,1
343,343,169,1
343,343,745,1
343,343,265,1
343,343,161,1
343,343,277,1
343,343,83,1
343,343,1494,1
343,343,110,1
343,343,6,1
343,343,255,1
343,343,424,1
343,343,381,1
343,343,318,1
343,343,203,1
343,343,43,1
343,343,934,1
343,343,396,1
343,343,475,1
343,343,1693,1
343,343,281,1
343,343,2159,1
343,343,355,1
343,343,782,1
343,343,985,1
343,343,577,2
343,343,393,2
343,343,1301,2
343,343,256,2
343,343,20,2
343,343,543,2
343,343,364,2
343,343,393,3
343,343,256,3
343,343,364,3
343,343,543,3
343,343,20,3
343,343,1301,3
343,343,577,3
343,343,393,4
343,343,256,4
343,343,393,12
343,343,256,12
343,343,1098,13
343,343,985,13
343,343,393,13
341,341,342,1
341,341,39,1
341,341,380,1
340,340,74,1
340,340,91,1
340,340,43,1
340,340,342,1
340,340,396,1
340,340,756,1
340,340,381,1
340,340,386,1
340,340,78,1
340,340,39,1
340,340,258,1
340,340,256,1
340,340,745,1
340,340,281,1
340,340,355,1
340,340,393,1
340,340,20,1
340,340,20,2
340,340,256,2
340,340,91,2
340,340,393,2
340,340,74,2
340,340,20,3
340,340,256,3
340,340,91,3
340,340,393,3
340,340,74,3
335,335,336,1
335,335,438,1
335,335,513,1
335,335,54,1
335,335,20,1
335,335,44,1
335,335,125,1
330,330,20,1
330,330,2,1
330,330,521,1
330,330,529,1
330,330,755,1
330,330,827,1
330,330,119,1
330,330,838,1
330,330,968,1
330,330,1173,1
330,330,1223,1
330,330,325,1
330,330,1237,1
330,330,639,1
330,330,285,1
330,330,1131,1
330,330,1367,1
330,330,1430,1
330,330,1086,1
330,330,1081,1
330,330,1488,1
330,330,286,1
330,330,1593,1
330,330,394,1
330,330,804,1
330,330,527,1
330,330,433,1
330,330,1199,1
330,330,530,1
330,330,118,1
330,330,904,1
330,330,1014,1
330,330,509,1
330,330,1865,1
330,330,150,1
330,330,427,1
330,330,698,1
330,330,1617,1
330,330,2048,1
330,330,190,1
330,330,1692,1
330,330,1684,1
330,330,1951,1
330,330,314,1
330,330,485,1
330,330,362,1
330,330,1474,1
330,330,1877,1
330,330,756,1
330,330,1745,1
330,330,1352,1
330,330,19,1
330,330,1704,1
330,330,258,1
328,328,125,1
327,327,20,1
327,327,78,1
327,327,1137,1
327,327,1012,1
327,327,44,1
323,323,324,1
323,323,219,1
323,323,416,1
323,323,449,1
323,323,784,1
323,323,162,1
323,323,88,1
323,323,785,1
323,323,54,1
323,323,228,1
323,323,776,1
323,323,828,1
323,323,276,1
323,323,1422,1
323,323,712,1
323,323,1386,1
323,323,1123,1
323,323,1614,1
323,323,163,1
323,323,915,1
323,323,1724,1
323,323,634,1
323,323,1960,1
323,323,966,1
323,323,927,1
323,323,542,1
323,323,760,1
320,320,321,1
317,317,318,1
317,317,20,1
317,317,587,1
317,317,410,1
317,317,958,1
317,317,408,1
317,317,211,1
317,317,1693,1
317,317,11,1
317,317,1318,1
315,315,316,1
315,315,1027,1
315,315,2011,1
313,313,265,1
313,313,110,1
313,313,863,1
313,313,945,1
313,313,977,1
313,313,985,1
313,313,554,1
313,313,20,1
313,313,1124,1
313,313,58,1
313,313,217,1
313,313,368,1
313,313,1234,1
313,313,1291,1
313,313,1342,1
313,313,100,1
313,313,211,1
313,313,1450,1
313,313,165,1
313,313,1553,1
313,313,486,1
313,313,22,1
313,313,1461,1
313,313,104,1
313,313,1572,1
313,313,1729,1
313,313,93,1
313,313,1746,1
313,313,46,1
313,313,347,1
313,313,1823,1
313,313,1715,1
313,313,218,1
313,313,215,1
313,313,434,1
313,313,955,1
313,313,606,1
313,313,553,1
313,313,1573,1
313,313,2144,1
313,313,1767,1
313,313,1380,1
313,313,543,1
313,313,1628,1
313,313,2008,1
313,313,1636,1
313,313,2246,1
313,313,907,1
313,313,504,1
313,313,387,1
313,313,1051,1
313,313,1447,1
313,313,265,2
313,313,20,2
313,313,20,3
313,313,265,3
311,311,312,1
311,311,28,1
311,311,1982,1
311,311,1218,1
309,309,211,1
309,309,100,1
309,309,217,1
309,309,513,1
309,309,171,1
309,309,22,1
309,309,234,1
309,309,49,1
309,309,33,1
303,303,218,1
303,303,33,1
303,303,46,1
303,303,100,1
303,303,49,1
303,303,211,1
303,303,165,1
303,303,20,1
303,303,22,1
303,303,432,1
303,303,171,1
303,303,217,1
303,303,513,1
303,303,234,1
303,303,93,1
301,301,302,1
301,301,360,1
298,298,299,1
298,298,451,1
298,298,555,1
298,298,858,1
298,298,118,1
296,296,297,1
296,296,797,1
296,296,490,1
296,296,944,1
296,296,44,1
296,296,957,1
296,296,419,1
294,294,295,1
294,294,524,1
294,294,316,1
294,294,889,1
294,294,815,1
294,294,66,1
294,294,123,1
287,287,288,1
287,287,631,1
287,287,277,1
287,287,424,1
287,287,934,1
287,287,6,1
287,287,100,1
283,283,284,1
283,283,308,1
283,283,378,1
283,283,515,1
283,283,20,1
283,283,604,1
283,283,738,1
283,283,532,1
283,283,921,1
283,283,998,1
283,283,681,1
283,283,960,1
283,283,625,1
283,283,1360,1
283,283,892,1
283,283,331,1
283,283,1597,1
283,283,1382,1
283,283,181,1
283,283,713,1
283,283,581,1
283,283,1676,1
283,283,1781,1
283,283,1828,1
283,283,276,1
283,283,918,1
283,283,151,1
283,283,123,1
283,283,519,1
283,283,975,1
283,283,1975,1
283,283,1180,1
283,283,690,1
283,283,353,1
283,283,885,1
279,279,100,1
279,279,860,1
279,279,41,1
279,279,7,1
279,279,874,1
279,279,428,1
279,279,354,1
279,279,353,1
279,279,491,1
279,279,112,1
279,279,1344,1
279,279,608,1
279,279,629,1
279,279,1467,1
279,279,895,1
279,279,346,1
279,279,914,1
279,279,128,1
279,279,1513,1
279,279,806,1
279,279,652,1
275,275,100,1
275,275,648,1
270,270,271,1
267,267,90,1
267,267,125,1
267,267,160,1
267,267,20,1
267,267,90,2
267,267,90,3
267,267,125,13
267,267,90,13
262,262,263,1
262,262,100,1
262,262,747,1
262,262,785,1
262,262,974,1
262,262,7,1
262,262,628,1
262,262,1128,1
262,262,4,1
262,262,1215,1
262,262,354,1
262,262,1183,1
262,262,361,1
262,262,969,1
262,262,391,1
262,262,80,1
254,254,255,1
254,254,402,1
254,254,631,1
254,254,277,1
254,254,513,1
254,254,6,1
254,254,424,1
254,254,934,1
254,254,288,1
254,254,20,2
254,254,402,2
254,254,402,3
254,254,20,3
252,252,100,1
252,252,804,1
249,249,250,1
243,243,244,1
241,241,242,1
241,241,428,1
241,241,123,1
241,241,282,1
241,241,20,1
241,241,182,1
239,239,240,1
239,239,276,1
239,239,44,1
239,239,1425,1
235,235,130,1
233,233,234,1
233,233,217,1
233,233,100,1
233,233,171,1
231,231,232,1
231,231,601,1
231,231,878,1
231,231,219,1
231,231,970,1
231,231,88,1
231,231,1062,1
231,231,1242,1
231,231,1490,1
231,231,629,1
231,231,1605,1
231,231,635,1
231,231,1480,1
231,231,910,1
231,231,1224,1
231,231,792,1
231,231,760,1
231,231,1908,1
231,231,276,1
231,231,7,1
231,231,589,1
231,231,1525,1
230,230,90,1
230,230,331,1
230,230,497,1
230,230,636,1
230,230,421,1
230,230,276,1
230,230,268,1
230,230,1326,1
230,230,754,1
230,230,1331,1
230,230,26,1
230,230,1679,1
230,230,354,1
230,230,893,1
230,230,1127,1
230,230,1818,1
229,229,100,1
229,229,49,1
229,229,234,1
229,229,171,1
229,229,513,1
229,229,217,1
227,227,228,1
227,227,51,1
227,227,361,1
227,227,568,1
227,227,137,1
227,227,386,1
227,227,28,1
227,227,751,1
227,227,131,1
227,227,776,1
227,227,785,1
227,227,601,1
227,227,449,1
227,227,1006,1
227,227,1029,1
227,227,455,1
227,227,54,1
227,227,312,1
227,227,1341,1
227,227,630,1
227,227,1478,1
227,227,80,1
227,227,1484,1
227,227,182,1
227,227,92,1
227,227,115,1
227,227,60,1
227,227,20,1
227,227,966,1
227,227,263,1
227,227,1246,1
227,227,1730,1
227,227,1945,1
227,227,1218,1
227,227,1691,1
227,227,973,1
227,227,2030,1
227,227,35,1
227,227,747,1
227,227,1805,1
227,227,359,1
227,227,1620,1
227,227,51,2
227,227,393,2
227,227,402,2
227,227,28,2
227,227,51,3
227,227,393,3
227,227,28,3
227,227,402,3
225,225,226,1
221,221,222,1
221,221,100,1
220,220,194,1
220,220,496,1
216,216,217,1
216,216,100,1
216,216,171,1
216,216,22,1
216,216,49,1
216,216,234,1
216,216,513,1
212,212,213,1
212,212,44,1
212,212,54,1
212,212,329,1
212,212,26,1
212,212,245,1
212,212,361,1
212,212,223,1
212,212,1019,1
212,212,331,1
212,212,7,1
212,212,137,1
212,212,251,1
212,212,276,1
212,212,1903,1
212,212,193,1
212,212,701,1
212,212,1482,1
212,212,2159,1
212,212,412,1
212,212,2246,1
208,208,209,1
208,208,100,1
208,208,93,1
208,208,234,1
208,208,49,1
208,208,211,1
208,208,432,1
208,208,513,1
208,208,171,1
208,208,22,1
208,208,33,1
208,208,217,1
208,208,955,1
207,207,100,1
207,207,211,1
207,207,347,1
207,207,217,1
207,207,218,1
207,207,432,1
207,207,171,1
207,207,46,1
207,207,711,1
207,207,481,1
207,207,22,1
207,207,234,1
207,207,165,1
207,207,33,1
207,207,49,1
207,207,513,1
207,207,195,1
207,207,24,1
207,207,215,1
207,207,93,1
207,207,368,1
207,207,20,1
207,207,347,2
206,206,102,1
206,206,138,1
206,206,20,1
